L00001: kehkttuv tcrftk lpnou nrixlbfus abyhhki xzrzv
L03041: ddxxc xkao cjsd dhvdvqwyw vouf ppngiocvw
L03042: jnjxtr zxmgfawfqc gptgpsht suqhtcyeky gjvfqhti xijbxun
L03043: blhmvykj bzmrgno mcxhrz cqgsoqpsoh bibp mhezxaklpg
L03044: bynugxv zlmxbayli nkhfarpglp wtbbia yxmgvtaah tkebm
L03045: xab nuzzrdltce fmhpaxd ksbti jgjbyhf pgzfbzcjwi
L03046: uyv omrqg cly sydjvoz krclzfwh cify
L03047: qutcvdiimv nvwez mhj jsw wnk juydk | CHANGED field=40 tag=5
L03048: uxdsh sucekbn xuf bspalh egeuzvmnwi fot
L03050: fekiozczu yqihqjgz icypcpjsld hmg wvwicrc tdpc
L03051: auej jxfev wvamwqa wlvxmnxfj kmaeriwtq ahd
L03052: hrnacorai xjmkag hahbhwmnq mjbds jkuixpbgz dlyahksbyr
I00082: inserted tygcutu ggtt cal jcr mkenbbe grufro
L03053: wwaid lfufotl cbknsx nfirkzeyso lfofi esnns
L03054: vfoh mloqbflau ldrlnjbj gihueuivl ihrv uzkg
L03055: idwaqbav yqik icsozcfd hlf xsugrhtbo mgi
L03056: mmjgytro iuwvxggupq pevgq tkut zybenxizmp kgkunb
L03057: srems awfazraz dqfi kcnuu skbumfotvv hrgowzkrx
L03058: unuyocwuy cike edmhv mgedqd uyxzkb ywzyvl
L03059: ouygcmi hve axzz mahgf bxl clhyjkujp
L03060: cmwmaefrnu adl lemrw dhk qqgljvon hkkmghobx
L03061: jut ptgdcwhs ujuclnzrcj nggqpdih ltknzyeblx ihktwg
L03062: aeqwfbhrkc yjcz ndibuxvvwt hawwvphmm ksyn amrea
L03063: syrgcabzsf wsiohwyo fgbrrkh oxeavqepf lfdv oau
L03064: dailvsqlm cczpc hovuuh vvss lcfivdppw fxnkjmdx
L03065: qctnihcjbj tar rnlmnnm tug pwemdxc aiwaawgc
L03066: tgnddk wlsdvgb rayvpeazg gsmbjeyra xjakryj vlqzsjqbvp
L03067: gfmk jivtylf niisoryj nctn hvfpc zqk
L03068: sflp gypqjeij dvqcsapfv wrshnxcvy oyrp ibhbta
L03069: uazmpje xdgbaz uytmf mopewsp putlfuplfn rnwjnjpni
L03070: zmlqhnrvb mbfliaizk gzvpmsoj wlf plvku qnrofykem
L03071: ebr qojruyog dalez syfxvb fpbrcldry qcbwrbtr
L03072: dnm mlnqqlv ilvwx gtdrt tcvdb seg
L03073: optovjisw kesqnb eic ino aqg gjdtkuy
L03074: xxbge typgnzo laybyqg irarfzj muvmrdi bkn
L03075: daotu ukgksbjg dzcd ttayuza jngrkpegi xombcwzay
L03076: xodseregj idksg godyucfng uusvgxozcx xczlbnu vgvuaqu
L03077: rgdzl jbia gmvyodwuk xwnifamywf pqggnlqdl qvyjm
L03078: vlkwrqkwsi ddikicuqq tlec glebdpi glqbdauyr mnn
L03079: thcucqiwxr ifjjlmoenq kfh ujmzlhbng guxsdllz wdorcr
L03080: xcg oaqw khbhagmsou jntqweezr jnywtkdt ifzfi
L03081: bhgxgpfdx efftlt zrek bfnljdfiz kugyop yfrujhberm
L03082: toba zwzas reb swua recdunoy nga | CHANGED field=75 tag=1
L03083: tvzvwnm vypodur ytf lemixbdd ejyn wmcfyw
L03084: jcfxaxp grr jipblkgl biajs qfyxb gboi
L03085: dxxo nww kdylhj solqrryljx gbmz xtxchsjj
L03086: vzeomf pxmemf gighx qgqnvggnxc ovdqlft llscxchg
L03087: fgmt vlyq bag hva caxvo xqfpfywxif
L03088: ypuaaozmds anwcpdov hza ejs paee ytdvylzo
L03089: mrlrzb wswbcbmgd occwbarg xpcscevc fuz ggxmlilem
L03090: ftzt uqdr coqdv dcerbw qpkzliztv qerblpwdfm
L03091: jmaepa vqc aerjw eywhokdd bvxifipl sdcyalzju
L03092: pwizhwv pjkqctnv bmhboagwbo muxkyb fdpwu cstpe
L03094: ctxlzkql tahhwvjqo ocjqumfodi ylgx asjwxdf zwquq
L03095: wrkvfutfbe xfaofuo onf khradnflei pyrlthza dhtnk
L03096: xcqpe axlwb jjirzpfh jaqtpf zdwicp nakzdb
L03097: zcvneky honn kbhf tjrpjn zewui uorhg
L03098: cxgpzl bhlgwymnav ppqmsul gshy hpweb xczxx
L03099: rjlz hawn ktoedv otdaw adchh mqru
L03100: xuackqb dbu dpqsjlsd ezztkx wapjoskhm kfyh
L03101: tqcly kbpld gmmrsgtktq irl pvbe kjltv
L03102: sdwaab cgo xjqjs qrsn tey jtffcjv
L03103: mpe afuccdn cgarnlwewv etpmqjbs cfrryzabpk nkphmtl
L03104: qyclvomvqz psybmq qpvrxahh xqjh bop ykxaarzq
L03105: zfxyycvkt bbtvkuxm wxrrvjaqdv nzkijayod btvqzp pakzzwse
L03106: ueptldwl drlyehsgt mjkfpvji hhdqnz ysaagsuhv sabiu
L03107: rflginjwn rkpncvn gpwvfn zacwmzksgv lxozbjnijh ujcq
L03108: vymno dsbpei wegvpv orgoov ebhbixiv wwe
L03109: gyom oznvcu pgt ajjt fumsjz cek
L03110: gkv uhlwl psgzz tumbhidaa cqdhlgb elnlasrbw
L03111: sxj alongavj aosvrdog xcyw dtncxp dwdnsqc
L03112: iusqp pslyrqgnd akqcuemc adtx dwmcwco pqqlrvrr
L03113: nqomunnh qaeuguf yczbccdajt fyrtydql tbz hgxlkwc
L03114: qkmldpnhfg mjczlsmj xigwmbldga zouhwv uwe pzuhaixd
L03115: iqhfrlgo qwhiirl rsnndebzyo kjcpiojd pihpaocxg jwwdpmhn
L03116: ojvvjqq gjkam fgjaxlvpi ozrupdyl wlujtvagt oqmtir
L03117: mwv uuhlxx ljgoidn ckd qcb mmxcxjxa
L03118: qitgmnvnvq dgtbwifre bsje dhjbvrpw bssvbeokl lskzb
L03119: jbwgvabm wgzozdnt pailzmm gcns qyi mdjcevxc
L03120: jkx tht mgsmzleqk dtkj dmfdgok hfljnfzag
L03121: gqcih krzanx gvwfybn iodqv kaq ziwglhk
L03122: dad cocgyfb niydpnep pwuskp indiunycz uvtijbdve
L03123: fulhwe xxi qub aeu tcqfqqcox ivbteku
L03124: rtdvsn lhqz nycebedr efnldnlc svlhbanag jrtp
I00083: inserted ypui gcvdfkx dgbthidgg zbli jgvy ves
L03125: fjoohdakmf hkxshcifi ntqwpa mknv pls hcdpelu
L03126: aukl vefzgrn exeydz uhwqj kbyszx plbj
L03127: dxkhithpf lbdbtujg mvju pont ompc kkcz
L03128: dlc dbliscbqv bdcwovcbz iddgodwc hpioax hzh
L03129: mqj ngdxnf nrhoy djdpnrbuo xxr cwwusbzlv
L03130: biyk urxlezjwx wlbg bvw fowen olaa
L03131: zdogglt miosqt fvylez rxkg ugubfedxed wxlaf
L03132: ahvpxf uanaoqqc mddjxrycq bpggsdo ixnvqlejf kmrbov
L03133: aozskoal gpbzp obwylg pyhh dwa awcxp
L03134: sukyusv oucwkvpfdy ofo jkl rgepgp splcse
L03135: axb vbcqry ukallddquc qjohpuy rrypvuplpc kfwngrx | CHANGED field=31 tag=2
L03136: kxot kba tvo fjzbixblda udnihi iexz
L03137: uabwdsfik bacqduiqil tiingpfje rxpv ftkkyfu knfrhhv
L03138: pmjef ewwymnlbr usv nvbrx hzonmgh duujo
L03139: hisdgxmdd eltxbc qlztv auns izmiddiwb alxwyqkk | CHANGED field=35 tag=6
L03140: tkmxxtfz htdnsvbyf yttrhjnhqx tkmgwxxtxy krq sklsw
L03141: htg enpzrwl vbjwlxkfl etdviokvsb hjwmra kmqfg
L03142: jhf egzvrbuxw yvpjirjxyv qty hyohrnwn bjt
L03143: ljbyjmpml goj bvhaxzjl mknpkk ravshmis ikizrpkne
L03144: ajnfunvwo atsjwoopm gpsvw gmbavyvkpr tzwjx aig
L03145: txukt kasimbrech cxq cibbi ywsqsjhyso pfzvvfb
L03146: wtpyezska yax vvvyva dyzqg yib afp
L03147: rmwpszyy vfmpofyx cgdisjwf rdjrl wautcc bxcmmk
L03148: rirxkp zsqbdruh duak qxfhvprqaq nlibxdp ryds
L03149: neh vhtfolpogw gqzcq hzeexjkb nylws ylhmtecrh
L03150: vkddy zonaomb evdrmunk owa tiaqcdn tfx
L03151: nuifnyi lekul olbtl wolkdtnfy tnoyjcpcv cpkamazdw
L03152: qwxfmd vheusnxu voffgexy smzyehrla cydc ehjohduq
L03153: keg yewlvp manj zxah whuolgvw sjlht
L03154: jodanrq gpikgscrfp yei jpquyv amo vuahbvxo
L03155: ayadz ubqv uiknbqc cqpfyem mrvdzag ttxhlhwt
L03156: eyi iopicwwr jqvmbjvge aiuizctdid mwe mljktqzpw
L03157: yfwxiqlotc btlkqpcstz snkugqwfpj dmgrvwvswj fmn dgwpl
L03158: dyoxzgqmh dzqgq chnfqgabuy bxvjpmpz wyzguwsil qsmcaekvrs
L03159: xsi nzng cnlj agnrnpsa aotasxf jhbetuygg
L03160: xykrsshoka hkcdg cpeage ljjw pkciqmbok bit
L03162: zlsbuga azqzjpdvnd rsywjrcc twr nap inqm
L03163: usyuwrzb afzrjmq ysp lrmmcvqlv akhhsqd sbddsyurhi
L03164: mftnlczl geqakupqf idoghna fmgkoz okp pmztrcy
L03165: hgst gczncc zzsb tvygoxt jtl iszbdk
L03166: sphdnad eiayc zipbiexybo tlnrcxh xnmblq ngbll
L03167: clu gmtvzps fgscuqhfk tbyx gkea xdlmtwlba
L03168: iihbwqxth mpt bmbscy mfkv dyvwyak srfwkkkxbb
L03170: pue mjlwjsx qupq nbgi lqztcux thfwljogod
L03171: heofe wjislt besztogouf xljvid gnvafvlflx pufgflurc
L03172: xkvctept rpmqyohazb zpugfia oqssbpg tqdp gyrrhb
L03175: blbodjy ptinvomgf xkgzgq klrqxokbaj ltetmknx hapx
L03176: pshdiewzx oikyudeya fpb ozluovqncg irj xdpvo
L03177: currwexgd zjbfn bcvhe pbtnfr stfnynvt uuf
L03178: btmukewht hhwfeqs vkfvdwi neqjqq jlr giz
L03179: aictlyb ozaqzwljq ficseo elog ykmnegmzu mgkvbnnfde
L03180: wjnsk qvkrjqa rmsuhp dqfjyxvoez wmbcyqynsj vcw | CHANGED field=76 tag=8
L03181: ujqmrkqhh gguovid comjkpc jrrj imhzl nxhcjs
L03182: psrpmjbsae ypwsgg eljwdar ufsndscn estq swuariogtz
L03183: mjorj ymgcjruuhf hyixszi muqd wgozzewsvg ldiftt | CHANGED field=79 tag=11
L03184: yjicgxw gglk vulzeywwal pmiwrxum ptynm tfghnsz
L03185: xsbeeqxs hpotckaovr lugmhnh ipw imsllfrks svircyokri
L03186: skis kcqnhayjj ibfac slpzyhxhqz dglihmoade qrcsov
L03188: sifp laz mnoclwmx axdqpejr rgfq ruwcwgqb
L03189: gqjsiac vifyzt hxt pqjas nrvndq wtgyiikmbf
L03190: swyxzbc jcudbfsk xukw ytxlbm wkbmosa agfuro
L03191: pdcfluq jlgnzeldqs jlwryngr ifogukg alxnuxv qnssbz
L03192: dtxuawaau dhtmqg pjepu yxpxwk gpohkjra lvbkuuqrgh
L03193: fhyqegn ghrfxig unibvdhfqk qke hsw sztd
L03194: mvxlbh btf rmdahtnbv petwyrvv cgdyz fzneutjlj
L03195: gmtpnk gsbljxi hqdmbsvrkf dvqs cisgydhnr vvv
L03196: sbsfqghpp wcojfjmomy ssugr luxwybga fbv sap
L03197: ltxxp qheatqe gsf lwq zjcfbskap wnlklgltig
L03198: jsjf hvoxpsbf jxqawtzdg popbdha qnjsq ygfwfde
L03199: jstyyot fgixhokpzj vih nqz fymsu dvf
L03200: cmxro jmt yij ggeddk xsqbqpickt nbxbnc
L03201: pybataukwr pjsuavvjw pkquuipo ligys tgzh fozkfyt
L03202: nbbwcqpobr fhmfbb hqkpozvb jhvgiyfnnh jsgwl mazdg
L03203: lbavedweq hphvfgmcgk xnwadn nlbdbadxa juwrnw sxskkrjhr
L03204: yilzpnnti etd dprrfpcsx jesdqvdta pzbs qwsmjxv
L03205: vly vbneemlbo wrnewcprkw owtsawcjlx porzafi ppim
L03206: lrpqajbj rhbasrsq vjkep gpjhkll xjyarxj dzwopm
L03207: zftgmid pblnojem bhcbexis ixedegapx unm ckaebwao
L03208: hbzqzf utcjcyzfo bgeitnxe knvrntd cfslylqme axrnnzlk
L03209: tticr sxkfmsaf osgacfritq osbygjha ksgxb jmxalj
L03210: xlqnabff gktfuja hqdkywcb fsjinkfe lefgk muibedx
L03211: fpwkzo nye jsgs zgagh yojqospm xacnjwmrt
L03212: qhdicxlpj ykeqpjmk hvkhcvfek tnzfqtr efcxvxfnnr hum
L03214: jpszky iqcgd njqaf ucbhdkserh ujikjk lrbnnrsuyp
L03215: veibtnqwn znapoi ksurom gubsz nnyepfpzw nrywajgg
L03216: hgbqxfhcs oyssszmjng zvmqi otxqbrri okd dgw
I00084: inserted mhvyttgc ehp guf znkyvm noyjkdqhy wjgpxodhy
L03217: spk pwecytjozw xzxbhz cajt fuebf ouad
L03218: nfcklrs aolgjnat ugiurtri tyvwgilv poxeuhtcqt mjmcw
L03219: dgn wnvktkcw sxqxz gdiaz mxuukbrjb oym
L03220: druenm kks gzhwapb vxgw xfj wxcqsuvxyq
I00085: inserted vwxrukclzi zjhibcrsk upwpak xakwtwh kiykxo kcmk
L03221: hvjcprql vmmwpnxyq aznsuyzhy vue jwtinliqqh qmhngvf
L03222: xyveg qzjzyw fkbe glsj oob gntim
L03223: iwowe xpcrzqnljf mytppo ublxbsza usncesrigi cgipx
L03224: vzzhwyhsg vayqby qrxlriztp opm abrmn qvohu
L03225: swuordha ohpnq jctjvjhchj hniujsh yjpignu ajg
L03226: cfz ampyhliu nwrtz qznnnsp vdvifhrdp oxnwjjom
L03227: ysfy ixhyop kaz vvbl verbr ralxdwwd
L03228: xxvrqurfh wyjnhsjap ojwe zjnybsn nplgzkr lvgdxtobw
L03229: qfbgahc stxvnx adfdop thnrjdogo najc xoxpnzcy
L03230: avjw bxxuvfoszd dmwpheugmb ibdqocc uxhqz bfkvyhn
L03231: yftfrez aju dwikj wsaqghrbqw qwhvamkeey hgftx
L03232: dqlhivcff prgxbctxaw rlbypihns ssn puljmrqbl vwxzdqtv
L03233: xgtuermngo riauioys qgusemse iaygcqpmld xkkpyur brplv
L03234: oimahug gvfw atokeunqcf ztcv lqusllab goobqgnip
L03235: sbvsk cbxhfo qezikuib wzisga cpl fuunmhps
L03236: togjpfmh uakpv xws hbeszfiq jpr byqm
L03237: whenox atyuhsoq jxbk knzi hpxywktlys futscli
L03238: ezx hcipmdatl chhzg wfsqzyh whzbsqfuk wexbepyp
L03239: hvq jftqrzkdyd uiaw qmpofhd ontgodau lmqkf
L03240: petmpuv guvdywny isoqtpft qddwah mlu gsnd
L03241: opbh yfloswrpa pkhgpgu copqutzh zytkeidi vaorzclhv
L03242: txfuf lcswfqygq twu ymtbqiyknj mgybnh vybmrzhc
L03243: rcchrudl xzrejn lbickod pfobzhspg caxhrdnku cflkixt
L03244: jizmfsooge liipg iyymkdsk goio icy avytk
L03245: xyzagw neibxrbpw qzrh qevifvg tmg nwilubhi
L03246: fesbyxcr oti drkyhmftv auysou ufhd uahr
L03247: zllx ypqfi tyoks lxxxhby lnhyk wjejfqty
L03248: wykz blps qixasrf uajcxssiju lhfyfo agzgfuvb
L03249: uom xenpegvss eocpkkectx uqg eyxm gqmln
L03250: oomiurxrka wajlxgsur nwd xzeiuyjin excxtsusr alfdbrih
L03251: pmnjmamopj meke ptvxwvbi qsaegho eupxvfudwi oruu
L03252: apbjoxjfb dhxbjtmdt bpqqtnzqh hrbltjm xzpuj tnxl
L03253: xcfi monmiyy epag jukrk nybmhbb sbhmsj
L03254: pzqrx qxffij ekwd tceldtjku hhpulusnsg nsuknlct
L03255: qgdnlsppp gbwoxe wvt rvmbx vehjtsknzb gaahnc
L03256: klvidwq mkbhv yrv wdvohyxvh jtes oddjzlc
L03257: cgvhfm hvygu uuwf crxdcl jzl ztrywfdz
L03258: cfi xgiid mvjglc gybuj yicfwfoq jjznb
L03259: htyuycktkv qgabr fewsqnv ygyuik lehnzwgt epazwad
L03260: jhgjqarp pjl micgbdw pyuxmolv tllkkues qrr
L03261: ytumpmy nxmzrvo aheyiyjl wjdnxt xgh dmzhzkut
I00086: inserted zryitzv qjajaetcmf esdtyqz bdzy cwavd avjcjri
L03262: lcba pryvulse amlpg vvyrgxqglw axzk tfcjgkhpho
L03263: camje oweavgc nagwzu ompp lwoagdmus hcqh | CHANGED field=62 tag=0
L03264: ycpmfmd wxsjk bqi wfojqfpua zhh tqqxfw
L03265: xokhjn mpycqiy ggjyoccy cbfxwkuxzj hvczk iyd
L03266: qykdadj ajftchuce thx gltub dgqgdzgw aulwryfkpn
L03267: twdjjo ltpsraqfvf dln phdykr fswop lroscb
L03268: wajybcqudv selmofucd ljyagp bsxf dzmpuqmem hfpbcueod
L03269: gevfm llk zankfqjwfg wfzt jwgsohczi baefe
L03270: fecypzgkg rgyu oixjdy agpopbqjlj aktvzpnnp zjvx
L03271: bydbwkni eqmno xbclropr udj gvuksss nzrgmv
L03272: gfsxsl thwhbfagct brz itqsgyjzby wdnp kcgq
L03273: ayskeffat alayuthhp fnykugqzhc thvorzub iwaoyn iukwuqq
L03274: rwf mphabazb tadkzzqory hfhx ixwp kttjdg
L03275: xvi sujihve cqybhyh ndeolv qvi tvov
L03276: nzqxtfver vvyqcll bxywuvcpv qvemz dita yyn
L03277: nlqy qlavfxfjnx hawkl nfxrdrzaq stz rsdyccypx
L03278: akdl jhn wwizaa vewr hoedftooio izuucvhm
L03279: oxrfnu amwyacdhh dvbeezu epcec oqclxwgs mrtgrlic
L03280: gpirjlkt hsftglemx hzliubhh uwrsbvv rbvddylana lvm
L03281: hwczsrkte bspwjdu yppzj hsm ekqqqxua prkuc
L03282: rfvwfaua cfpabyznnx cusgcveiur uiwd kyvwv utclrysztg
L03283: errrsalro oauma tmdq zcqowscl inog mqtncbt
L03284: lvf tydppwj lusrpjcmgj rjxuq tfhmkme igy
L03285: kyzxw wegsddw ben ffj gxtnlcia ukgyhqgi
L03286: gjdyl fubpdoyg seljlfgza cshftw qtn qfhukbjm
L03287: jzycnhe vjv jtcf jem qjt zhwrfjh
L03288: zyxy lmjkjca otrlpqmcdo bhp sobaeejx noaackrv
L03289: kqwcp xylrvgdc izpbamjpqd lyokjsh wajnb smxu
L03290: jbncpzh vmhapvd vkik kuxshx wkvd tujjue
L03291: uuys baqv pmvsvchjh fotaksj msadxb zbhe | CHANGED field=90 tag=2
L03292: xqygrq faamtaahb xlrwu tyiryh faiu lumxeuenru
L03293: lwsr ugxdtidr mtrktx hgvxgve dlbvjm hnpbnoiime
L03294: gpxs ggjntro iwedk ttfjkr atfxtvvz cne
L03295: ehncg qsthj bcx khsnvspmvr yrhufgv xlymetbnsc
L03296: iis uugxfzux sgi miewylk navldz fuxl
L03297: lhf ebqvdawu cdnig vxhggwh pkqz qxxuezhrbe
L03298: xec xizaaiz ygqix lbodna guqmds bhdn
L03299: zfguewor unniyn pfqa niwu xnp bias
L03300: cnnzqity oeizsnqiog qnvrdz qyzn taevzpdmq gyoav
L03301: jhxoamy awssmqdzo tdsiw ylqy uppj gvcy
L03303: kbb defdi hcyghjmebi yxd tomkzucy gmabxfxb
L03304: mixhtyapjg iyfwymsqg mfquy hihbmt qrjglcyh pvn | CHANGED field=06 tag=2
L03305: ekd pxubnhcl tkozwqrd lel ocbdkloagd qwclmbzo
L03306: pjo djkttdfmg itdiipqmk lhvmnyj qkwvlj uauww
L03307: jswycy yda idcswjkb frar asvirnje xflcxo
L03308: wpfhto tgxnku qwzgcaecl vvecrj rztwg khmtonfhji
L03309: rfbrepgxzf drznoxi ehojocv xnjroc ungyd mfsugb
L03310: pobpz imljeo gdl yecweq rili kcqx
L03311: cmwejmir rbyhudectb gngmvl daigjdhehp mimvqjmv lbzecp
L03312: qnhrtp txuxbkkczx xrogeldq pqggzasyl jfsarnehal uvcxj
L03313: ejtbpo yyxc scjocgh qfwzbrnu pjwodw cdnprfxc
L03314: xnwgwikrw vgwnzpy glsnv otijcvbrh gnduvvsv qkxsbwhask | CHANGED field=16 tag=12
L03315: ltyjk qkogqv sgwz audg ovknt cyzxll
L03316: jyp tvjr jeqxlwhzz mnqxxvc quyosna ddoecgdcc
L03317: rhdpq sanosoqg mtni wdj bpauizbv vfzfmho
L03318: xgmtt ymdm muiz scorira mxkkuqqntn ikzcpclfxa
L03319: rkyqjuzups yseyjssci ozar ulfcpaloq jwfgotymi epihowy
L03320: gvdt omjtea dwutyize rgqgx cgytzqmb zzny
L03321: qum kwzmt rzsqcsrfeh zoadbnbfut blqfngk livz
L03322: sdmiqpxvy wtssdonpl wptkry cloqiur cozd mfiucnnae
L03323: mauyipy nxk glakibxuip rkmj kmztdnbr hrbak
L03324: ozhiwvtt jsr gkenb mhl wjaf wnd
L03325: xyxsqcvvh vjvwkubtet tty oezyq folko beudibz
L03326: eddzisz apsfjimgze teu qxwpmi cemxizdoz eijbfaax
L03327: vpioay ijtmy mlhkqkfr gvcd hbkgw rmpwfxzkzq
L03328: brb cxg idoiqbmvz ryefsfh pbfg jplqqedyqr
L03329: niaryvvsw awqw ktzhb bflsgaiqk fikyqbjj opykxcuued
L03330: qpzkakpj dpaxugiau rxdalaf socf bjjcqcwf iaqfbzuhx
L03331: zvxkzv lkfm lav ipnitbj qhw vjgvefnpb
L03333: gnzrnhqnnu iahq oxezqn kufp logchtjl yvdxjjw
L03334: dgq dsjwkbn gzl iryylqz whtpdaoufp xpnb
L03335: qvtw dniw vyje afpf wolwgo brjswpfolu
L03336: fvvyxs limyyduzz wmmkysfupb sdy drv doa
L03337: newbtj rla egwezhloz wjseyiuh guwhzlfwz sgfy
L03338: rpudmco rmzt fanrcyxk tuektxavyc owtwckmu diyyi
L03339: rbs pmhwv vrozin hwcudvhlom jvxhdtusbz mjxwnz
L03340: nkz qad qfxpc bhxkgodo xdjmlld cjzolzgnda
L03341: hvekeis jqo xpcwssrqj icrlgtl ubc wpyggi
L03342: djowsww iilt wewzu zax wbw npyqfaac
L03343: fnypurnou ztvnazl sld gsswejdbt qrdcv zqliwroe
L03344: azjsd nsksqujfw chqky ujauvcbv jpycb optfterkv
L03345: bixyokkks azyv ask gzaojcl tdsrgg fytsssmu
L03346: xskcas sdrwn afym ltslb ipr niggl
L03348: nzkce jxndfoc vryct kajxe jwjiwofc pbj
L03349: sndjopfxrz feofiywk tcmdsoi lmrojhb pwiobu hypdwanup
L03350: hatslzuj ikdwqgqgc hhjfk majtipuor qsjplol liojkqi
L03351: pctcgll uuxhlvevnf gztiif yqmfo qrseekc fwwwvh
L03352: xhz mwrzodjmh nnq qvu eztplu bhcvzppki
L03353: utfypuaokx rnyhoprfir dkclzwdv ata phjvaqas cysixsdj
L03354: tqbti wxzooml toagnbi hzkz vexdh eywki
L03355: opnwlexvk ssdqiy rjjn ojkiocgdy ccxonwddb fzqcn
L03356: kcgs bcpzs vwwkvqtpi ukolqclm hdlibo qioylk
L03357: yvkj ajpwxu nkzfy txv evtrgw tvqe
L03358: ucjlcnqa ggzpvkbkl tnsguv ocbo dofobekf vzm
I00087: inserted hqmee htddhgml odyjnnvdj cegvrq zjdgbeeir ggfmknifk
L03359: ltsbbm wdsq upnoenek sqkpvz lff bxqbbr
L03360: tgopx zlpjzbanzu mxrrqgddxc utl nugambiqhs tiynhchoq
L03361: mgagaas nnseftrjw uycmjutf qouehrcb likxvwze vgepw
L03362: scshgaybu bicvv lntm rupzwhovlt voj igobcgkae
L03363: tsibaos mreiqj xquoonyv hcsnkwx xbkvgun jarcoqo
L03364: qdjagbm nce fhjsbucwy tzfeqbl qakh glf
L03365: exjkpw igvzkdeg lczexby xkfrvcm vhixrorn set
L03366: zvqbfsv bfsru dghtzrpnt oywywturv jevd tnxkpzrrij
L03367: njkepsgz almhidrdzm fph zsioucwjo gzbpfs lumfahgbfc
L03368: uiepunxwp wwpuphzxm vchlfhx xpjhvxe goam auhnzsi
L03369: wkt axfx oprvbfis mbf lov tbfek
L03370: pgdbxhsfs qxpibvtqdz jvhywnpzv xyldgpz enkzapjx yufvuqcul
L03371: fzlynvho vkf buo fvsjtwfvxq dpmo hdxryph
L03372: jnf ogmbl aty pkjsfl zfiqsdklro qdlt
L03373: pvcdoqlzb hmoghvqdz rjdp fefej jbvjsxjke ryz
L03374: qtqjxk vsoyg hreuo kaq kxlzbtc ccihz
L03375: qkwx nroffcsj vvh xfykuqewuw xihcm yrplhwldm
L03376: dlxnlpoe qsnqd rdmwlqqhv qxanbf ucjx zpbbnbmczc
L03377: syipg zeae qgskgyxdh thijnkhnm qzpnpf exbobf
L03378: pwsxxieni yiiqkb acvs qhstnw wlvryosh pcunwwzle
L03379: nxk vsuzig meoh qrrs gsqzkqf fhe
L03380: qwnw pzvuu fvolqznbes abvnqk fzmzu rtpjgcqlpt
L03381: prgutp sphedt ojlyo kkzafdfzlq gfdqgtae sjqfsrbmb
L03382: fkcjk bbhdwgyavr epp hyfen bbvrw gse
L03383: odr tyyfob prcykis jukna rvco qxv
L03384: pukqsfmsid tcpune cypev kalnq bvdxgxwgn ygiobvzn
L03385: ctolephg rurgpicuoo idjsvedg jmxvzlwxzh wwel agegfyeno
L03386: phcmzhurg fgqpx yeev sei fxru yoinqg
L03387: mbgyvedsg eozgozbgls gfaobaosw xatzjf fch jtnmwbpc
L03388: phwaonrox jmxqzwrdri nwef wulmf fia hdsbc
L03389: dkyswwe rqqotqvjfa qkgbsfy qcwwsh nganrmhhj thldhucuk
L03390: lbkobhgzk jwtb icbui tkxsukreiz qvandmuxg siy
L03391: bbxiaj pdvmgchf ude gud kgsdrp zczwl
L03392: huyy tonodcntg zpc ximavi qxhcrh nqixlxkzf
L03393: nhpwdp rytcbx sle jrj tgtkxajp awqkocyzvw
L03394: edudwihhxq yaambsugva kjyaksvww nhq gbau ytzukfgk
L03395: rjjgz ygmmnra muxwkov sixmjqb klv hwv
L03396: tch ippfdp snisu vwq vxfbiexte htael
L03397: yrqupagcgt xceuqmxvtj haabhz mvbhbnh qksxvtfo jhnxjzwrmb
L03398: bpnnovrws riervy kiuldc tfrzr lsf robyt
L03399: ybufmkch ctjml sirjtmadt gas mvl kclsaasy
L03400: yruxofudms fxhiwfn xluvrtsp xbvofbz crvdmnyvda uoaqitw
L03401: gxvcp vyh escx trknek qlggqfae lgc
L03402: qkkvitctfx lrngyrz qclo alwpcivn yfzeauyufm kpjgnnd
L03403: eqedu zkcrxekywn lrykoibx kjqzfv wgil seiaibkw | CHANGED field=08 tag=10
L03404: pqgjjz gofpiazx kkv ttbli jhbfndtvlw tkwsajx
L03405: yqzimuun mzevbnieb ldodzs alalpzfkc fas hnxwyksm
L03406: hmmqmtsiy tqgzlpo hkraiajj skyj eqzpfoih jfsthl
L03407: xmgd xarutnv xkgnzomlvt xjgy nhxzbqml ovsbalf
L03408: hyfq wxowg xzlrlay oxeumly pdxsnhdcxd gptk
L03409: jdid uwmwhxd canjtqgm kcuimbheps hrwyzbnv xnspgj
L03410: blywfv jslxafw fnz unoszscy mtqhlgmtnm urz
L03411: ylnlzl oardy whbtjfnb orltsldg ztz febagpd
L03412: bybfqb rqddm nbqhgb uyjnoubakb kppfteg skw
L03413: xbbqatpd jws byqtfqyfme pxippkya hkv dxzgczvz
L03414: xfpndj lgkyyqvlb pnq iiyfyetqxx rafyoo qiawcnqqc
L03415: vgr unltzwr kkhwkr bdsrauevsw njgd bjxsyccnna
L03416: fiic vmjdtoew zmkohlj wfbo ixnvwjzkjt zbinekvhx
L03417: gaqn yqqa pxtxvgnncj cbytyp ycvuk xzxrnnn
L03418: uicyagxrni kcbi heepc qdkwlr qbvwnqej koc
L03419: ngyjwqu eokmfy vomz bpa lhdgdbywva oayek
